UID,ApplicationDate,Amount,Term,EmploymentType,LoanPurpose,Success
3221569,25/04/2020,12000,54,Employed - full time,Car bills,1
3224711,25/04/2020,6500,48,Employed - full time,Car insurance,0
3228280,26/04/2020,5000,24,Employed - full time,Car,1
3230706,26/04/2020,3000,12,Employed - full time,Car bills,0
3232768,26/04/2020,7500,60,Employed - full time,Car,1
3234267,26/04/2020,6500,48,Employed - full time,Car,0
3234586,26/04/2020,6500,48,Employed - full time,Car repairs,0
3241637,26/04/2020,9000,48,Employed - full time,Car,1
3251208,27/04/2020,6500,48,Employed - full time,car,0
3252071,27/04/2020,7900,48,Employed - part time,bills.car,0
3252393,27/04/2020,6500,48,Employed - full time,Car improvements,0
3255768,27/04/2020,4000,60,Employed - full time,Car,0
3256339,27/04/2020,6000,48,Employed - full time,Car purchase,0
3257415,27/04/2020,6500,48,Employed - full time,Car,0
3263443,28/04/2020,5000,24,Employed - full time,Car,0
3263924,28/04/2020,7000,60,Employed - full time,Car,0
3264253,28/04/2020,10000,60,Employed - part time,New car,0
3265135,28/04/2020,5000,24,Employed - full time,vehicle,0
3266436,28/04/2020,6500,48,Employed - full time,Car,1
3267341,28/04/2020,6500,48,Employed - full time,Buy a car,0
3267545,28/04/2020,6500,48,Employed - full time,car,0
3270427,28/04/2020,2000,24,Employed - full time,Car,0
3276167,28/04/2020,20000,36,Employed - full time,New car,0
3278683,29/04/2020,3000,36,Employed - full time,Car,0
3280328,29/04/2020,15000,60,Employed - full time,car,0
3282107,29/04/2020,12000,36,Employed - full time,Car,0
3283137,29/04/2020,8000,36,Employed - full time,Car,0
3284945,29/04/2020,6500,48,Employed - full time,Car loan,0
3289654,29/04/2020,6500,48,Employed - full time,car repairs,0
3290091,29/04/2020,12000,36,Employed - full time,Car purchase,0
3295298,29/04/2020,10000,60,Employed - full time,Car,0
3298654,30/04/2020,2500,24,Employed - full time,Car,0
3299006,30/04/2020,5000,24,Employed - full time,New car,1
3308534,30/04/2020,4000,36,Employed - full time,New car,0
3312252,30/04/2020,6500,48,Employed - full time,New car,0
3313165,30/04/2020,20000,36,Employed - full time,Used Car,0
3313573,30/04/2020,1000,24,Employed - full time,car and general,0
3314622,30/04/2020,15000,48,Employed - full time,Car,0
3314710,30/04/2020,6500,48,Employed - full time,Car,0
3318271,01/05/2020,6500,48,Employed - full time,Car bills,0
3325331,01/05/2020,5000,36,Employed - full time,Car repair,0
3325645,01/05/2020,3000,36,Employed - full time,Vehicle purchase,0
3327575,01/05/2020,15000,60,Employed - full time,Car,0
3329319,01/05/2020,6500,48,Employed - full time,Car,0
3332173,01/05/2020,6500,48,Employed - full time,CAR,1
3332480,01/05/2020,4000,48,Employed - full time,Caravan,0
3332728,01/05/2020,15000,36,Employed - full time,Car,0
3334012,01/05/2020,5000,60,Employed - full time,Car,0
3336680,02/05/2020,10000,36,Employed - full time,Car,0
3336710,02/05/2020,11000,60,Employed - full time,Caravan,0
3337112,02/05/2020,11000,60,Employed - full time,Car,0
3337558,02/05/2020,6500,48,Employed - full time,Car,0
3338810,02/05/2020,6500,48,Employed - full time,Having a baby,0
3340379,02/05/2020,8000,24,Employed - full time,Car,0
3342984,02/05/2020,1000,60,Employed - full time,car,0
3344630,02/05/2020,6500,48,Employed - full time,Car mot,0
3345003,02/05/2020,13500,36,Employed - full time,Vehicle repair,0
3349840,02/05/2020,6500,48,Employed - full time,Car,0
3356982,02/05/2020,6500,48,Employed - full time,car purchasr,0
3359186,03/05/2020,7000,36,Employed - full time,car,0
3359838,03/05/2020,5000,12,Employed - full time,Car,1
3361839,03/05/2020,3000,60,Employed - full time,Car Loan,0
3363278,03/05/2020,6500,48,Employed - full time,Car,0
3367691,03/05/2020,12000,48,Employed - full time,Car,0
3368077,03/05/2020,6500,48,Employed - full time,Vehicle,0
3373657,03/05/2020,7000,36,Employed - full time,Car,0
3377510,04/05/2020,6500,48,Employed - full time,car,0
3377761,04/05/2020,2000,24,Employed - full time,New car,0
3382162,04/05/2020,6500,48,Employed - full time,Car,0
3388174,04/05/2020,6500,48,Employed - full time,Car purchase,1
3389028,04/05/2020,6500,48,Employed - full time,Car,0
3390254,04/05/2020,6500,48,Employed - full time,Car purchase,1
3391588,04/05/2020,4000,36,Employed - full time,Car expense,0
3391679,04/05/2020,4000,36,Employed - part time,car repair,1
3393066,04/05/2020,5000,60,Employed - full time,car,0
3394716,04/05/2020,5750,60,Employed - full time,New car,0
3398599,04/05/2020,20000,60,Employed - full time,car,0
3399408,04/05/2020,6500,48,Employed - full time,Car,0
3403867,05/05/2020,2000,18,Employed - full time,Car,0
3405414,05/05/2020,2000,24,Employed - full time,Car Restoration,0
3411018,05/05/2020,6500,48,Employed - full time,Car,0
3411456,05/05/2020,3000,12,Employed - full time,Car loan,0
3412871,05/05/2020,6500,48,Employed - full time,Car,0
3414082,05/05/2020,6500,48,Employed - full time,Car,1
3418061,05/05/2020,6500,48,Employed - full time,A car,0
3424521,06/05/2020,7000,60,Employed - full time,Car repair,0
3428551,06/05/2020,20000,36,Employed - full time,Car,0
3432945,06/05/2020,6500,48,Employed - full time,Car,0
3434904,06/05/2020,7000,48,Employed - part time,Car,0
3435581,06/05/2020,5000,36,Employed - full time,car,0
3440320,07/05/2020,7500,60,Employed - full time,car,0
3441046,07/05/2020,10000,36,Employed - full time,Car,0
3441399,07/05/2020,15000,24,Employed - full time,Car,0
3446566,07/05/2020,6500,48,Retired,Car repairs,0
3449475,07/05/2020,1000,12,Employed - full time,New car,0
3453109,07/05/2020,6500,48,Employed - full time,Car bill,0
3457436,07/05/2020,14000,48,Employed - full time,car,0
3460197,07/05/2020,2000,24,Employed - full time,car,0
3460244,07/05/2020,6000,30,Employed - full time,Car,0
3460246,07/05/2020,6500,48,Employed - full time,Car,0
3460567,07/05/2020,6500,48,Employed - part time,To buy a car,0
3463434,08/05/2020,6500,48,Employed - full time,Motorcycle,0
3464389,08/05/2020,6500,48,Employed - full time,Car,0
3467054,08/05/2020,10000,48,Employed - full time,Car,0
3467852,08/05/2020,13000,60,Employed - full time,car,0
3468317,08/05/2020,9000,60,Employed - full time,Used car,1
3469103,08/05/2020,6500,48,Employed - full time,Car,0
3471421,08/05/2020,20000,48,Employed - full time,car,0
3476347,08/05/2020,2000,24,Employed - full time,Car purchase,1
3476670,08/05/2020,6500,48,Employed - full time,car,0
3477390,08/05/2020,15000,60,Employed - full time,Buy new car,0
3477896,08/05/2020,6500,48,Employed - full time,Car,0
3485006,09/05/2020,6500,48,Employed - full time,"Car, Home Improvements",0
3494079,09/05/2020,10000,24,Employed - full time,Learning to drive + new car,0
3495461,10/05/2020,6500,48,Employed - full time,Car,1
3496065,10/05/2020,6500,48,Employed - full time,Car,0
3499038,10/05/2020,1000,18,Employed - full time,Buy a car,0
3505368,10/05/2020,3000,30,Employed - full time,Van,1
3506703,10/05/2020,2000,60,Employed - full time,Car,0
3507593,10/05/2020,8698,60,Employed - full time,Caravan,0
3509138,10/05/2020,7500,60,Employed - full time,New car,0
3511622,10/05/2020,16000,60,Employed - part time,New car,0
3512731,10/05/2020,6000,60,Employed - full time,New car,0
3513523,10/05/2020,8000,48,Employed - full time,Car repair,0
3513689,10/05/2020,7000,36,Employed - full time,car,0
3515366,11/05/2020,14000,60,Employed - full time,Car Repairs,0
3515574,11/05/2020,6500,48,Employed - full time,car and vet bills,0
3516792,11/05/2020,6500,48,Employed - full time,Car,0
3519669,11/05/2020,20000,48,Employed - full time,Car,0
3526877,11/05/2020,6500,48,Employed - part time,van,0
3528273,11/05/2020,6500,48,Employed - part time,car,0
3533439,11/05/2020,1500,24,Employed - full time,Car,0
3539462,11/05/2020,5000,12,Employed - full time,car,0
3544258,12/05/2020,17000,60,Employed - full time,Camper van,0
3553564,12/05/2020,5500,48,Employed - full time,Car,0
3556096,12/05/2020,6500,48,Employed - full time,Car,0
3566570,13/05/2020,2000,24,Employed - full time,new car,0
3568140,13/05/2020,6500,48,Employed - part time,New car,0
3569786,13/05/2020,3000,60,Employed - full time,Car insurance,0
3579666,13/05/2020,4600,48,Employed - full time,New car,0
3579779,13/05/2020,6500,48,Employed - full time,car,0
3588687,14/05/2020,20000,36,Employed - full time,Càr,0
3595933,14/05/2020,7500,60,Employed - full time,car repairs,0
3599260,14/05/2020,1500,24,Employed - full time,Car bills,0
3603899,14/05/2020,12000,60,Employed - full time,replacement porch,0
3609594,15/05/2020,6500,48,Employed - full time,Car repairs,0
3611359,15/05/2020,6500,48,Employed - full time,Car,0
3613041,15/05/2020,6500,48,Employed - full time,Car,0
3615055,15/05/2020,6500,48,Employed - full time,New car,0
3616932,15/05/2020,6500,48,Employed - part time,Car,0
3617442,15/05/2020,6500,48,Employed - full time,car,1
3618930,15/05/2020,18000,48,Employed - full time,Car,0
3623187,15/05/2020,6500,48,Employed - full time,car,0
3624641,15/05/2020,6500,48,Employed - full time,New car,0
3625591,15/05/2020,6500,48,Employed - full time,New car,0
3626238,15/05/2020,6500,48,Employed - full time,Car,1
3626538,15/05/2020,6500,48,Employed - full time,Car and insurance,0
3629218,15/05/2020,6500,48,Employed - part time,New car,0
3631896,15/05/2020,3500,48,Employed - full time,Car,0
3632648,15/05/2020,6500,48,Employed - full time,Car,0
3632663,15/05/2020,10000,48,Employed - full time,Car Purchase,0
3632709,15/05/2020,10000,60,Employed - full time,car,0
3633745,15/05/2020,6500,48,Employed - full time,Car,0
3633792,15/05/2020,6500,48,Employed - part time,car,0
3641159,16/05/2020,11000,36,Employed - full time,Car,0
3655331,16/05/2020,6500,48,Employed - full time,Car,0
3658504,16/05/2020,6500,48,Employed - full time,Car,0
3663407,17/05/2020,10000,48,Employed - full time,car,0
3663604,17/05/2020,6500,48,Employed - full time,car,0
3664133,17/05/2020,6500,48,Employed - full time,Car,0
3665018,17/05/2020,6000,12,Employed - full time,van for work,0
3670203,17/05/2020,18000,48,Employed - full time,car,0
3670342,17/05/2020,6500,48,Employed - full time,Car,0
3670787,17/05/2020,7000,24,Employed - full time,Car,0
3671247,17/05/2020,5000,48,Employed - full time,car,0
3671321,17/05/2020,6500,48,Employed - full time,Car payment,0
3672116,17/05/2020,10000,60,Employed - full time,Car,0
3673725,17/05/2020,4000,36,Employed - full time,Car,1
3674152,17/05/2020,10000,48,Employed - full time,Car,0
3674401,17/05/2020,20000,60,Employed - full time,car,0
3677198,17/05/2020,1000,36,Employed - full time,Car,0
3678698,17/05/2020,20000,60,Employed - full time,Car repair,0
3684628,18/05/2020,3000,12,Employed - part time,Car,1
3693733,18/05/2020,6900,30,Employed - full time,Car,1
3694620,18/05/2020,6500,48,Employed - full time,car repair,0
3697407,18/05/2020,5000,60,Employed - full time,New Motorbike,0
3702069,19/05/2020,11500,60,Employed - full time,Car,0
3704742,19/05/2020,6500,48,Employed - full time,Car,0
3705209,19/05/2020,15000,24,Employed - full time,Van,0
3710694,19/05/2020,6500,48,Employed - full time,car,1
3710806,19/05/2020,6000,48,Employed - full time,Car,1
3710824,19/05/2020,6500,48,Employed - full time,car,0
3716735,19/05/2020,9000,60,Employed - full time,Car,0
3717904,19/05/2020,6500,48,Employed - full time,caravans,0
3723582,20/05/2020,17000,36,Employed - full time,Car,0
3726444,20/05/2020,6500,48,Employed - full time,Car,0
3727494,20/05/2020,6500,48,Employed - full time,car repairs,0
3731003,20/05/2020,15000,54,Employed - full time,Car,0
3733017,20/05/2020,8000,24,Employed - full time,Car,0
3736031,20/05/2020,6500,48,Employed - full time,Car,1
3738937,20/05/2020,6500,48,Employed - part time,car,0
3740333,20/05/2020,6500,48,Employed - full time,car repairs,0
3744213,21/05/2020,12000,60,Employed - full time,Car purchase,0
3754500,21/05/2020,15000,36,Employed - full time,Car repair,0
3755610,21/05/2020,6000,36,Employed - full time,Car & Consolidate,0
3757412,21/05/2020,15000,60,Employed - full time,Car,0
3764747,21/05/2020,2000,12,Employed - full time,Car,0
3765715,21/05/2020,8000,36,Employed - full time,car m.o.t,0
3766523,21/05/2020,6500,48,Employed - full time,Car,0
3771620,22/05/2020,6500,36,Employed - full time,CAR,0
3772432,22/05/2020,6500,48,Employed - full time,Car,0
3773602,22/05/2020,8000,36,Employed - full time,Car,0
3775296,22/05/2020,6500,48,Employed - full time,Car,0
3776069,22/05/2020,6500,48,Employed - full time,Car,0
3778098,22/05/2020,6500,48,Employed - full time,CAR,0
3779427,22/05/2020,2000,36,Employed - full time,car repair,1
3783427,22/05/2020,9500,36,Employed - full time,Car,1
3784237,22/05/2020,14000,48,Employed - full time,vehicle purchase,0
3784839,22/05/2020,6500,48,Employed - full time,Bills/car,0
3788838,22/05/2020,6500,48,Employed - full time,Car,0
3790072,22/05/2020,6500,48,Employed - full time,Car and home improvements,0
3791433,22/05/2020,10000,48,Employed - part time,Motorbike,0
3791892,22/05/2020,8600,48,Employed - full time,Car,1
3792324,22/05/2020,6500,48,Employed - full time,Car,0
3794554,23/05/2020,2000,36,Employed - full time,Car,0
3797063,23/05/2020,9000,60,Employed - full time,Car,0
3798182,23/05/2020,6500,60,Employed - full time,to help build credit,0
3798438,23/05/2020,2500,36,Employed - part time,car,1
3809175,23/05/2020,17500,48,Retired,Work van,0
3814104,23/05/2020,10000,60,Employed - full time,Car,0
3818500,23/05/2020,10000,60,Employed - full time,To buy car,0
3818840,23/05/2020,6500,48,Employed - full time,Car,0
3821494,23/05/2020,11000,48,Employed - full time,Visa card,0
3822404,23/05/2020,6500,48,Employed - full time,car,0
3824585,23/05/2020,6500,48,Employed - full time,Car,0
3825583,24/05/2020,3000,48,Employed - full time,Car,0
3825667,24/05/2020,6500,48,Employed - full time,Car loan,0
3828829,24/05/2020,15000,48,Employed - full time,new car,1
3832392,24/05/2020,6500,48,Employed - full time,Car problems,0
3832812,24/05/2020,15000,60,Employed - full time,To buy a new car,0
3836714,24/05/2020,6500,48,Employed - part time,Caravan,1
3837162,24/05/2020,10000,60,Employed - part time,Car,0
3842787,24/05/2020,6500,48,Employed - full time,car,0
3843809,24/05/2020,5000,48,Employed - full time,Car,0
3844430,24/05/2020,10000,48,Employed - full time,new car engine,1
3845781,24/05/2020,6500,48,Employed - full time,car,0
3848128,25/05/2020,10000,60,Employed - full time,new family car,0
3851698,25/05/2020,6500,48,Employed - full time,car,0
3852896,25/05/2020,10000,48,Employed - full time,Car,0
3854752,25/05/2020,7000,36,Employed - full time,car,1
3859140,25/05/2020,15000,30,Employed - full time,Car,0
3860875,25/05/2020,1000,12,Employed - full time,Car bills,0
3863944,25/05/2020,5000,48,Employed - full time,car loan,0
3868786,25/05/2020,5000,36,Employed - full time,car,1
3869305,25/05/2020,14000,60,Employed - full time,car,0
3869461,25/05/2020,4000,48,Employed - full time,Car,0
3874695,25/05/2020,15000,60,Employed - full time,Car,0
3877521,25/05/2020,15000,60,Employed - full time,Car,0
3877815,25/05/2020,7500,60,Employed - full time,Car,0
3879318,26/05/2020,15000,60,Employed - full time,Car bills,0
3879321,26/05/2020,10000,36,Employed - full time,new car,0
3882738,26/05/2020,6500,48,Employed - full time,Car,0
3888063,26/05/2020,12998,60,Employed - full time,Car loan,0
3892115,26/05/2020,11500,60,Employed - full time,Car repairs,0
3892842,26/05/2020,6500,48,Employed - full time,car repair,1
3901548,26/05/2020,6500,48,Employed - full time,Car,0
3902218,26/05/2020,10000,36,Employed - full time,CAR,0
3903424,26/05/2020,6500,48,Employed - full time,Car,0
3904322,26/05/2020,8000,36,Employed - full time,Car Purchase,0
3904724,26/05/2020,6000,60,Employed - full time,new car,0
3925752,27/05/2020,6500,48,Employed - full time,car repair,0
3929897,27/05/2020,7000,48,Employed - full time,Car,0
3931050,27/05/2020,10000,60,Employed - full time,Car,0
3933324,27/05/2020,6500,48,Employed - full time,Car,0
3935257,27/05/2020,5000,36,Employed - full time,Car,0
3938528,28/05/2020,12000,48,Employed - full time,Car,0
3939360,28/05/2020,9500,60,Employed - full time,Car,0
3940500,28/05/2020,7000,48,Employed - full time,Car,0
3943690,28/05/2020,3000,48,Employed - full time,Pay car finance off,0
3946212,28/05/2020,12000,60,Employed - full time,Car,0
3947108,28/05/2020,15000,36,Employed - full time,car,0
3951802,28/05/2020,6500,48,Employed - full time,car,0
3952413,28/05/2020,6500,48,Employed - full time,Car,0
3953661,28/05/2020,2000,24,Employed - full time,Used Vehicle,0
3955770,28/05/2020,15000,48,Employed - full time,Car,0
3959206,29/05/2020,6500,48,Employed - part time,Car purchase,0
3967998,29/05/2020,6500,48,Employed - full time,Car,0
